[19:49:09.870][D][ldc1314:450]: TRACE,148398,146,103,161
[19:49:09.881][D][ldc1314:450]: TRACE,148413,146,103,161
[19:49:09.895][D][ldc1314:450]: TRACE,148427,146,103,161
[19:49:09.909][D][ldc1314:450]: TRACE,148441,146,103,161
[19:49:09.926][D][ldc1314:450]: TRACE,148453,146,103,161
[19:49:09.938][D][ldc1314:450]: TRACE,148465,146,103,161
[19:49:09.950][D][ldc1314:450]: TRACE,148481,146,103,161
[19:49:09.964][D][ldc1314:450]: TRACE,148496,147,103,161
[19:49:09.979][D][ldc1314:450]: TRACE,148509,147,103,161
[19:49:09.993][D][ldc1314:450]: TRACE,148525,147,103,161
[19:49:10.008][D][ldc1314:450]: TRACE,148539,147,103,161
[19:49:10.027][D][ldc1314:450]: TRACE,148553,147,103,161
[19:49:10.044][D][ldc1314:450]: TRACE,148569,147,103,161
[19:49:10.057][D][ldc1314:450]: TRACE,148588,147,103,161
[19:49:10.073][D][ldc1314:450]: TRACE,148604,147,103,161
[19:49:10.088][D][ldc1314:450]: TRACE,148619,147,103,161
[19:49:10.103][D][ldc1314:450]: TRACE,148633,147,103,161
[19:49:10.201][D][ldc1314:450]: TRACE,148645,146,103,161
[19:49:10.201][D][ldc1314:450]: TRACE,148656,147,103,161
[19:49:10.201][D][ldc1314:450]: TRACE,148666,146,103,161
[19:49:10.201][D][ldc1314:450]: TRACE,148678,147,103,161
[19:49:10.201][D][ldc1314:450]: TRACE,148688,147,103,161
[19:49:10.201][D][ldc1314:450]: TRACE,148698,147,103,161
[19:49:10.202][D][ldc1314:450]: TRACE,148708,147,103,161
[19:49:10.208][D][ldc1314:450]: TRACE,148718,147,103,161
[19:49:10.209][D][ldc1314:450]: TRACE,148728,147,103,161
[19:49:10.209][D][ldc1314:450]: TRACE,148738,147,103,161
[19:49:10.232][D][ldc1314:450]: TRACE,148748,147,103,161
[19:49:10.238][D][ldc1314:450]: TRACE,148764,147,103,161
[19:49:10.245][D][ldc1314:450]: TRACE,148774,146,103,161
[19:49:10.264][D][ldc1314:450]: TRACE,148796,147,103,161
[19:49:10.280][D][ldc1314:450]: TRACE,148810,147,103,161
[19:49:10.295][D][ldc1314:450]: TRACE,148825,147,103,161
[19:49:10.311][D][ldc1314:450]: TRACE,148842,147,103,161
[19:49:10.335][D][ldc1314:450]: TRACE,148856,147,103,161
[19:49:10.341][D][ldc1314:450]: TRACE,148869,147,103,161
[19:49:10.351][D][ldc1314:450]: TRACE,148879,147,103,161
[19:49:10.369][D][ldc1314:450]: TRACE,148902,147,103,161
[19:49:10.386][D][ldc1314:450]: TRACE,148915,147,103,161
[19:49:10.397][D][ldc1314:450]: TRACE,148929,147,103,161
[19:49:10.412][D][ldc1314:450]: TRACE,148941,146,103,161
[19:49:10.437][D][ldc1314:450]: TRACE,148958,147,103,161
[19:49:10.444][D][ldc1314:450]: TRACE,148972,147,103,161
[19:49:10.452][D][ldc1314:450]: TRACE,148982,147,103,161
[19:49:10.466][D][ldc1314:450]: TRACE,148997,147,103,161
[19:49:10.485][D][ldc1314:450]: TRACE,149017,147,103,161
[19:49:10.502][D][ldc1314:450]: TRACE,149031,147,103,161
[19:49:10.516][D][ldc1314:450]: TRACE,149045,146,103,161
[19:49:10.539][D][ldc1314:450]: TRACE,149060,146,103,161
[19:49:10.545][D][ldc1314:450]: TRACE,149075,147,103,162
[19:49:10.555][D][ldc1314:450]: TRACE,149084,147,103,162
[19:49:10.571][D][ldc1314:450]: TRACE,149102,147,103,162
[19:49:10.591][D][ldc1314:450]: TRACE,149116,147,103,161
[19:49:10.605][D][ldc1314:450]: TRACE,149137,147,103,162
[19:49:10.619][D][ldc1314:450]: TRACE,149151,147,103,162
[19:49:10.725][D][ldc1314:450]: TRACE,149166,147,103,162
[19:49:10.726][D][ldc1314:450]: TRACE,149179,147,103,162
[19:49:10.726][D][ldc1314:450]: TRACE,149193,146,103,161
[19:49:10.726][D][ldc1314:450]: TRACE,149203,147,103,161
[19:49:10.726][D][ldc1314:450]: TRACE,149213,146,103,161
[19:49:10.726][D][ldc1314:450]: TRACE,149223,146,103,161
[19:49:10.726][D][ldc1314:450]: TRACE,149233,146,103,161
[19:49:10.726][D][ldc1314:450]: TRACE,149243,146,103,161
[19:49:10.745][D][ldc1314:450]: TRACE,149256,147,103,161
[19:49:10.751][D][ldc1314:450]: TRACE,149265,147,103,161
[19:49:10.751][D][ldc1314:450]: TRACE,149278,147,103,161
[19:49:10.761][D][ldc1314:450]: TRACE,149288,147,103,161
[19:49:10.775][D][ldc1314:450]: TRACE,149305,147,103,161
[19:49:10.791][D][ldc1314:450]: TRACE,149322,147,103,161
[19:49:10.805][D][ldc1314:450]: TRACE,149336,147,103,161
[19:49:10.820][D][ldc1314:450]: TRACE,149350,147,103,161
[19:49:10.847][D][ldc1314:450]: TRACE,149365,146,103,161
[19:49:10.861][D][ldc1314:450]: TRACE,149382,147,103,161
[19:49:10.867][D][ldc1314:450]: TRACE,149394,146,103,161
[19:49:10.877][D][ldc1314:450]: TRACE,149407,147,103,161
[19:49:10.891][D][ldc1314:450]: TRACE,149422,147,103,161
[19:49:10.909][D][ldc1314:450]: TRACE,149436,146,103,161
[19:49:10.920][D][ldc1314:450]: TRACE,149451,146,103,161
[19:49:10.934][D][ldc1314:450]: TRACE,149465,146,103,161
[19:49:10.949][D][ldc1314:450]: TRACE,149479,146,103,161
[19:49:10.963][D][ldc1314:450]: TRACE,149491,147,103,161
[19:49:10.977][D][ldc1314:450]: TRACE,149508,146,103,161
[19:49:10.991][D][ldc1314:450]: TRACE,149522,146,103,161
[19:49:11.005][D][ldc1314:450]: TRACE,149537,146,103,161
[19:49:11.019][D][ldc1314:450]: TRACE,149550,146,102,161
[19:49:11.036][D][ldc1314:450]: TRACE,149564,146,103,161
[19:49:11.052][D][ldc1314:450]: TRACE,149579,146,103,161
[19:49:11.067][D][ldc1314:450]: TRACE,149596,146,103,161
[19:49:11.079][D][ldc1314:450]: TRACE,149612,146,103,161
[19:49:11.092][D][ldc1314:450]: TRACE,149624,146,103,161
[19:49:11.109][D][ldc1314:450]: TRACE,149638,146,103,161
[19:49:11.122][D][ldc1314:450]: TRACE,149652,146,103,161
[19:49:11.137][D][ldc1314:450]: TRACE,149666,147,103,161
[19:49:11.157][D][ldc1314:450]: TRACE,149682,147,103,161
[19:49:11.249][D][ldc1314:450]: TRACE,149695,146,103,161
[19:49:11.249][D][ldc1314:450]: TRACE,149712,147,103,161
[19:49:11.249][D][ldc1314:450]: TRACE,149722,146,103,161
[19:49:11.249][D][ldc1314:450]: TRACE,149732,146,103,161
[19:49:11.249][D][ldc1314:450]: TRACE,149742,146,103,161
[19:49:11.257][D][ldc1314:450]: TRACE,149752,146,103,161
[19:49:11.257][D][ldc1314:450]: TRACE,149762,146,103,161
[19:49:11.257][D][ldc1314:450]: TRACE,149772,146,103,161
[19:49:11.257][D][ldc1314:450]: TRACE,149782,147,103,161
[19:49:11.266][D][ldc1314:450]: TRACE,149793,146,103,161
[19:49:11.278][D][ldc1314:450]: TRACE,149808,146,103,161
[19:49:11.293][D][ldc1314:450]: TRACE,149824,147,103,161
[19:49:11.309][D][ldc1314:450]: TRACE,149839,147,103,161
[19:49:11.322][D][ldc1314:450]: TRACE,149855,146,103,161
[19:49:11.337][D][ldc1314:450]: TRACE,149867,146,103,161
[19:49:11.359][D][ldc1314:450]: TRACE,149882,146,103,161
[19:49:11.367][D][ldc1314:450]: TRACE,149894,146,103,161
[19:49:11.375][D][ldc1314:450]: TRACE,149906,146,103,161
[19:49:11.391][D][ldc1314:450]: TRACE,149916,146,103,161
[19:49:11.402][D][ldc1314:450]: TRACE,149933,146,103,161
[19:49:11.413][D][ldc1314:450]: TRACE,149945,147,103,161
[19:49:11.436][D][ldc1314:450]: TRACE,149963,147,103,161
[19:49:11.461][D][ldc1314:450]: TRACE,149977,146,103,161
[19:49:11.469][D][ldc1314:450]: TRACE,149993,146,103,161
[19:49:11.473][D][ldc1314:450]: TRACE,150003,147,103,161
[19:49:11.486][D][ldc1314:450]: TRACE,150017,146,103,161
[19:49:11.500][D][ldc1314:450]: TRACE,150032,146,103,161
[19:49:11.515][D][ldc1314:450]: TRACE,150046,146,103,161
[19:49:11.527][D][ldc1314:450]: TRACE,150060,147,103,161
[19:49:11.547][D][ldc1314:450]: TRACE,150078,146,103,161
[19:49:11.572][D][ldc1314:450]: TRACE,150101,146,103,161
[19:49:11.581][D][ldc1314:450]: TRACE,150111,147,103,161
[19:49:11.594][D][ldc1314:450]: TRACE,150126,146,103,161
[19:49:11.610][D][ldc1314:450]: TRACE,150141,146,103,161
[19:49:11.625][D][ldc1314:450]: TRACE,150157,146,103,161
[19:49:11.639][D][ldc1314:450]: TRACE,150171,146,103,161
[19:49:11.666][D][ldc1314:450]: TRACE,150189,146,103,161
[19:49:11.672][D][ldc1314:450]: TRACE,150202,146,103,161
[19:49:11.773][D][ldc1314:450]: TRACE,150213,146,103,161
[19:49:11.773][D][ldc1314:450]: TRACE,150230,146,103,161
[19:49:11.773][D][ldc1314:450]: TRACE,150240,146,103,161
[19:49:11.773][D][ldc1314:450]: TRACE,150250,146,103,161
[19:49:11.773][D][ldc1314:450]: TRACE,150261,147,103,161
[19:49:11.773][D][ldc1314:450]: TRACE,150272,146,103,161
[19:49:11.774][D][ldc1314:450]: TRACE,150282,146,103,161
[19:49:11.781][D][ldc1314:450]: TRACE,150293,146,103,161
[19:49:11.782][D][ldc1314:450]: TRACE,150303,146,103,161
[19:49:11.788][D][ldc1314:450]: TRACE,150313,146,103,161
[19:49:11.796][D][ldc1314:450]: TRACE,150327,146,103,161
[19:49:11.810][D][ldc1314:450]: TRACE,150342,147,103,161
[19:49:11.826][D][ldc1314:450]: TRACE,150356,146,103,161
[19:49:11.840][D][ldc1314:450]: TRACE,150370,146,103,161
[19:49:11.854][D][ldc1314:450]: TRACE,150385,147,103,161
[19:49:11.884][D][ldc1314:450]: TRACE,150403,146,103,161
[19:49:11.891][D][ldc1314:450]: TRACE,150413,147,103,161
[19:49:11.901][D][ldc1314:450]: TRACE,150431,146,103,161
[19:49:11.917][D][ldc1314:450]: TRACE,150446,147,103,161
[19:49:11.934][D][ldc1314:450]: TRACE,150461,146,103,161
[19:49:11.948][D][ldc1314:450]: TRACE,150479,146,103,161
[19:49:11.973][D][ldc1314:450]: TRACE,150493,146,103,161
[19:49:11.981][D][ldc1314:450]: TRACE,150510,147,103,161
[19:49:11.992][D][ldc1314:450]: TRACE,150521,147,103,161
[19:49:12.007][D][ldc1314:450]: TRACE,150538,146,102,161
[19:49:12.020][D][ldc1314:450]: TRACE,150552,147,103,161
[19:49:12.035][D][ldc1314:450]: TRACE,150566,147,103,161
[19:49:12.056][D][ldc1314:450]: TRACE,150580,146,103,161
[19:49:12.078][D][ldc1314:450]: TRACE,150600,146,103,161
[19:49:12.089][D][ldc1314:450]: TRACE,150613,146,103,161
[19:49:12.099][D][ldc1314:450]: TRACE,150632,146,103,161
[19:49:12.113][D][ldc1314:450]: TRACE,150644,146,103,161
[19:49:12.130][D][ldc1314:450]: TRACE,150660,147,103,161
[19:49:12.143][D][ldc1314:450]: TRACE,150674,147,103,161
[19:49:12.156][D][ldc1314:450]: TRACE,150686,147,103,161
[19:49:12.178][D][ldc1314:450]: TRACE,150702,146,103,161
[19:49:12.184][D][ldc1314:450]: TRACE,150715,146,103,161
[19:49:12.198][D][ldc1314:450]: TRACE,150729,146,103,161
[19:49:12.297][D][ldc1314:450]: TRACE,150743,146,103,161
